ARREST LOCATION,Formatted,lat,lon
W HAMILTON AV / DUNSTER DR,"Dunster Dr & W Hamilton Ave, Campbell, CA 95008, USA",37.2941803,-121.9521985
7200 BLOCK SANTA TERESA BL,"7200 Santa Teresa Blvd, San Jose, CA 95139, USA",37.225141,-121.7724033
CAHALAN AV / SAN LORENZO DR,"Cahalan Ave & San Lorenzo Dr, San Jose, CA 95123, USA",37.2496677,-121.8468773
4400 BLOCK PARK PAXTON PL,"4400 Park Paxton Pl, San Jose, CA 95136, USA",37.2711116,-121.8304097
3800 BLOCK NASH CT,"3800 Nash Ct, San Jose, CA 95111, USA",37.2868445,-121.8239724
NEWHALL ST / WACO ST,"Newhall St & Waco St, San Jose, CA 95110, USA",37.3487439,-121.9211507
NEWPORT AV / MINNESOTA AV,"Minnesota Ave & Newport Ave, San Jose, CA 95125, USA",37.3017902,-121.9011988
1800 BLOCK SOUTHWEST EX,"Del Marietta - Southwest, San Jose, CA, USA",37.3007231,-121.9281114
2000 BLOCK BERING DR,"2000 Bering Dr, San Jose, CA 95131, USA",37.3757514,-121.9156921
300 BLOCK SWAPS DR,"300 Swaps Dr, San Jose, CA 95111, USA",37.2650576,-121.8057988
5500 BLOCK MAKATI CL,"5500 Makati Cir, San Jose, CA 95123, USA",37.24959339999999,-121.8076158
BERING DR / E BROKAW RD,"Bering Dr & E Brokaw Rd, San Jose, CA 95131, USA",37.3756531,-121.9156906
BLACKFORD AV / HIBISCUS LN,"Blackford Ave & Hibiscus Ln, San Jose, CA 95117, USA",37.3143756,-121.9726006
CASSELINO DR / ADELINE AV,"Casselino Dr & Adeline Ave, San Jose, CA 95136, USA",37.2848973,-121.8598272
CHARCOT AV / N 1ST ST,"N First St & Charcot Ave, San Jose, CA 95131, USA",37.3790498,-121.9226928
E HAMILTON AV/S WINCHESTER BL,"S Winchester Blvd & E Hamilton Ave, Campbell, CA 95008, USA",37.29419780000001,-121.9499743
E HAMILTON/S WINCHESTER,"S Winchester Blvd & E Hamilton Ave, Campbell, CA 95008, USA",37.29419780000001,-121.9499743
MONTAGUE EX / O'TOOLE AV,"O'Toole Ave & Montague Expy, San Jose, CA 95131, USA",37.3979986,-121.9128889
MOORPARK AV / BOYNTON AV,"Boynton Ave & Moorpark Ave, San Jose, CA 95117, USA",37.3160034,-121.966013
N WINCHESTER BL / S WINCHESTER BL,"S Winchester Blvd & N Winchester Blvd, Santa Clara, CA 95050, USA",37.3234106,-121.9502058
OAKLAND RD / MCKAY DR,,,
OAKMONT / TOPAZ,"Oakmont Pl, San Jose, CA 95117, USA",37.3082932,-121.9705609
PAYNE AV / ESSEX WY,"Payne Ave & Essex Way, San Jose, CA 95117, USA",37.3015455,-121.9565982
SAN TOMAS EX / W HAMILTON AV,,,
SANTA MARGARITA AV / SAN JOAQUIN AV,"Santa Margarita Ave & San Joaquin Ave, San Jose, CA 95118, USA",37.2717821,-121.8963155
TOPAZ AV / PAYNE AV,"Topaz Ave & Payne Ave, San Jose, CA 95117, USA",37.3010479,-121.9698403
W HAMILTON AV / MARATHON DR,"W Hamilton Ave & Marathon Dr, Campbell, CA 95008, USA",37.2941054,-121.9653477
500 BLOCK RUDD CT,"500 Rudd Ct, San Jose, CA 95111, USA",37.2830458,-121.8237442
EILEEN DR / CORDELIA AV,"Cordelia Ave & Eileen Dr, San Jose, CA 95129, USA",37.29848700000001,-121.9962944
SHADY OAKS PARK/COYOTE,"Shady Oaks Park, Coyote Rd, San Jose, CA 95111, USA",37.2641396,-121.7947101
MONA WY / LISA WY,"Mona Way & Lisa Way, West Valley, CA 95130, USA",37.295993,-121.9619072
ALTINO BL / ST FLORIAN WY,"Altino Blvd & St Florian Way, San Jose, CA 95136, USA",37.285457,-121.8587086
SERENADE WY / HARMONY LN,"Harmony Ln & Serenade Way, San Jose, CA 95111, USA",37.2788436,-121.8224413
CAS DR / CEDRO ST,"Cedro St & Cas Dr, San Jose, CA 95111, USA",37.2869349,-121.8337454
NARVAEZ AV / MEADOW CREEK DR,"Meadow Creek Dr & Narvaez Ave, San Jose, CA 95136, USA",37.2680238,-121.8588528
3100 BLOCK BAGWORTH CT,"3100 Bagworth Ct, San Jose, CA 95148, USA",37.316467,-121.7993959
ARCHGLEN WY / COYOTE RD,"Coyote Rd & Archglen Way, San Jose, CA 95111, USA",37.2714901,-121.7978802
CHYNOWETH AV / PRUNE BLOSSOM DR,"Prune Blossom Dr & Chynoweth Ave, San Jose, CA 95123, USA",37.2588183,-121.8165723
DARRYL DR / PAYNE AV,"Payne Ave & Darryl Dr, San Jose, CA 95130, USA",37.301123,-121.9657554
E ST JAMES ST / BASCH AV,"Basch Ave & E St James St, San Jose, CA 95116, USA",37.3574269,-121.8555007
MARCH  ST / PANO ST,"Marsh St, San Jose, CA 95122, USA",37.3365046,-121.8438069
S WHITE RD / MARKINGDON AV,"S White Rd & Markingdon Ave, San Jose, CA 95127, USA",37.3510684,-121.8145137
TERILYN AV / PENSACOLA DR,"Pensacola Dr & Terilyn Ave, San Jose, CA 95122, USA",37.3242002,-121.8346264
5800 BLOCK HERMA ST,"5800 Herma St, San Jose, CA 95123, USA",37.2458675,-121.8236339
5400 BLOCK FRASCHINI CL,"5400 Fraschini Cir, San Jose, CA 95136, USA",37.2584188,-121.8340956
5700 BLOCK PONTIAC DR,"5700 Pontiac Dr, San Jose, CA 95123, USA",37.2475829,-121.8379361
N 4TH ST / E MISSION ST,"E Mission St & N 4th St, San Jose, CA 95112, USA",37.3527321,-121.898644
400 BLOCK ROADING DR,"400 Roading Dr, San Jose, CA 95123, USA",37.2438483,-121.8270752
MT VISTA DR / MT DIABLO DR,"Mt Vista Dr & Mt Diablo Dr, San Jose, CA 95127, USA",37.352234,-121.8122131
1200 BLOCK SABAL DR,"1200 Sabal Dr, San Jose, CA 95132, USA",37.3942362,-121.8510781
500 BLOCK CEDARGATE LN,"500 Cedargate Ln, San Jose, CA 95136, USA",37.2610223,-121.8294608
VELASCO DR / DON DIABLO CT,"Don Diablo Ct & Velasco Dr, San Jose, CA 95123, USA",37.25386220000001,-121.8422307
500 BLOCK TUSCARORA DR,"500 Tuscarora Dr, San Jose, CA 95123, USA",37.2387948,-121.8286814
400 BLOCK MASSAR AV,"400 Massar Ave, San Jose, CA 95116, USA",37.3551231,-121.8343789
2400 BLOCK ZACHARY WY,"2400 Zachary Way, San Jose, CA 95121, USA",37.3163613,-121.8346242
3100 BLOCK HAGA DR,"3100 Haga Dr, San Jose, CA 95111, USA",37.2926274,-121.8388971
700 BLOCK W CAPITOL EX,"700 W Capitol Expy, San Jose, CA 95136, USA",37.2744306,-121.8624867
2800 BLOCK VILLA MONTEREY,"2800 Villa Monterey, San Jose, CA 95111, USA",37.2950001,-121.8431363
PUSATERI WY / MCLAUGHLIN AV,"Pusateri Way & McLaughlin Ave, San Jose, CA 95121, USA",37.3035183,-121.8252704
900 BLOCK SUMMERSIDE DR,"900 Summerside Dr, San Jose, CA 95122, USA",37.3151077,-121.8459619
700 BLOCK S 2ND ST,"700 S Second St, San Jose, CA 95112, USA",37.3260226,-121.8812231
CAMDEN AV / VIA VALIENTE,"Vía Valiente & Camden Ave, San Jose, CA 95120, USA",37.2163841,-121.8420895
SENTER RD / INDEPENDENCE DR,"Senter Rd & Independence Dr, San Jose, CA 95111, USA",37.2964754,-121.8363485
800 BLOCK COYOTE RD,"800 Coyote Rd, San Jose, CA 95111, USA",37.2775273,-121.8084998
YERBA BUENA RD / HOMEPARK CT,,,
CHOCTAW DR / BLOSSOM AV,"Choctaw Dr & Blossom Ave, San Jose, CA 95123, USA",37.2357023,-121.840125
ZANKER RD / WB 237 FROM ZANKER RP,"Zanker Rd, San Jose, CA, USA",37.3990273,-121.9320494
00 BLOCK WIGWAM CT,"Wigwam Ct, San Jose, CA 95136, USA",37.2592464,-121.8101964
1200 BLOCK HAZLETT CT,"1200 Hazlett Ct, San Jose, CA 95131, USA",37.3728132,-121.8838155
S 11TH ST / E SAN FERNANDO ST,"E San Fernando St & S 11th St, San Jose, CA 95112, USA",37.3393692,-121.8786468
TREEWOOD LN / CROPLEY AV,"Cropley Ave & Treewood Ln, San Jose, CA 95132, USA",37.4110238,-121.866401
2900 BLOCK BEWCASTLE CT,"2900 Bewcastle Ct, San Jose, CA 95132, USA",37.4056761,-121.871545
GUADALUPE MINES RD / CAMDEN AV,"Guadalupe Mines Rd & Camden Ave, San Jose, CA 95120, USA",37.2257518,-121.9035327
FLICKINGER AV / HIKIDO DR,"Flickinger Ave & Hikido Dr, San Jose, CA 95131, USA",37.3826717,-121.8704226
ZANKER/HY 237,"675 Los Esteros Rd, San Jose, CA 95134, USA",37.4316271,-121.9557498
HOSTETTER RD / OLD PIEDMONT RD,"Hostetter Rd & Old Piedmont Rd, San Jose, CA 95132, USA",37.4099231,-121.848466
MORRILL AV / LANDESS AV,"Landess Ave & Morrill Ave, San Jose, CA 95132, USA",37.415961,-121.8750932
LEYTE CT / BROCK WY,"Leyte Ct & Brock Way, San Jose, CA 95111, USA",37.2873726,-121.8186805
200 BLOCK COY DR,"200 Coy Dr, San Jose, CA 95123, USA",37.2552417,-121.8225985
SIGRID WY / COY DR,"Sigrid Way & Coy Dr, San Jose, CA 95123, USA",37.2554518,-121.8236848
4600 BLOCK THORNHAVEN WY,"4600 Thornhaven Way, San Jose, CA 95111, USA",37.2723911,-121.821224
1300 BLOCK WHITTON AV,"1300 Whitton Ave, San Jose, CA 95116, USA",37.3455923,-121.8633331
S 15TH ST / E SANTA CLARA ST,"E Santa Clara St & S 15th St, San Jose, CA 95112, USA",37.3429844,-121.8762493
700 BLOCK DORRIE AV,"700 Dorrie Ave, San Jose, CA 95116, USA",37.3362607,-121.861722
300 BLOCK RICHFIELD DR,"300 Richfield Dr, San Jose, CA 95129, USA",37.320245,-121.9837899
00 BLOCK S 17TH ST,"0 S 17th St, San Jose, CA 95112, USA",37.3438629,-121.8743542
1000 BLOCK OAKLAND RD,"1000 Old Oakland Rd, San Jose, CA 95112, USA",37.3641392,-121.8915792
1400 BLOCK PALMWOOD DR,"1400 Palmwood Dr, San Jose, CA 95122, USA",37.3391082,-121.8354441
BLOSSOM HILL RD / WALNUT BLOSSOM DR,"Blossom Hill Rd & Walnut Blossom Dr, San Jose, CA 95123, USA",37.2515546,-121.8145704
DISK DR / GRAND BL,"Grand Blvd & Disk Dr, San Jose, CA 95002, USA",37.4300954,-121.9659613
SPRECKLES AV / MICHIGAN AV,"Spreckles Ave & Michigan Ave, San Jose, CA 95134, USA",37.4316352,-121.9653091
WOODLAND AV / N MONROE ST,"Woodland Ave & N Monroe St, San Jose, CA 95128, USA",37.3311174,-121.9437157
700 BLOCK N 7TH ST,"700 N 7th St, San Jose, CA 95112, USA",37.3521276,-121.8938282
5200 BLOCK ENGLEWOOD DR,"5200 Englewood Dr, San Jose, CA 95129, USA",37.3008195,-121.9932395
JACKSON/HY 680,"San Jose, CA, USA",37.33874,-121.8852525
MEADOW RIDGE CL / YAMADA DR,"Yamada Dr, San Jose, CA 95131, USA",37.3824044,-121.8841093
2100 BLOCK HIKIDO DR,"2100 Hikido Dr, San Jose, CA 95131, USA",37.3831942,-121.8691901
BROKAW/ZANKER,"Zanker Rd & E Brokaw Rd, San Jose, CA 95112, USA",37.3772718,-121.9131504
1800 BLOCK HARTOG DR,"1800 Hartog Dr, San Jose, CA 95131, USA",37.3812717,-121.9099565
1800 BLOCK N 1ST ST,"1800 N First St, San Jose, CA 95110, USA",37.3713262,-121.9166825
1600 BLOCK REMUDA LN,"1600 Remuda Ln, San Jose, CA 95112, USA",37.3716654,-121.9078839
400 BLOCK SYDENHAM CT,"400 Sydenham Ct, San Jose, CA 95111, USA",37.2643875,-121.8002114
500 BLOCK E CAPITOL EX,"500 E Capitol Expy, San Jose, CA 95136, USA",37.2738562,-121.8521096
3500 BLOCK SANDPEBBLE DR,"3500 Sandpebble Dr, San Jose, CA 95136, USA",37.27886489999999,-121.8551881
BRANHAM LN / BRITWELL CT,"Britwell Ct & Branham Ln, San Jose, CA 95136, USA",37.266075,-121.8553679
LUCHESSI DR / SPEAK LN,"Speak Ln & Luchessi Dr, San Jose, CA 95118, USA",37.25915639999999,-121.8782427
EAGLES LN / BLOSSOM HILL RD,"Blossom Hill Rd & Eagles Ln, San Jose, CA 95123, USA",37.2513616,-121.8218284
1900 BLOCK JUNCTION AV,"1900 Junction Ave, San Jose, CA 95131, USA",37.3818298,-121.9099149
1100 BLOCK N 1ST ST,"1100 N First St, San Jose, CA 95112, USA",37.3566169,-121.9053076
3200 BLOCK WATER ST,"3200 Water St, San Jose, CA 95111, USA",37.2881264,-121.8380131
2500 BLOCK SEABORN DR,"San Jose, CA, USA",37.33874,-121.8852525
SERENADE WY / SENTER RD,"Senter Rd & Serenade Way, San Jose, CA 95111, USA",37.2789102,-121.8234288
BLOSSOM HILL RD/HWY 85,"85 Blossom Hill Rd, San Jose, CA 95123, USA",37.2551333,-121.8050238
600 BLOCK N WHITE RD,"600 N White Rd, San Jose, CA 95127, USA",37.3806327,-121.839838
SKYWAY DR / STONEYHAVEN WY,"Skyway Dr & Stoneyhaven Way, San Jose, CA 95111, USA",37.2729944,-121.8284172
FLEMING AV / MAHONEY DR,"Fleming Ave & Mahoney Dr, San Jose, CA 95127, USA",37.3732488,-121.8152146
3100 BLOCK OAKBRIDGE DR,"3100 Oakbridge Dr, San Jose, CA 95121, USA",37.3054481,-121.815428
2500 BLOCK ABORN RD,"2500 Aborn Rd, San Jose, CA 95121, USA",37.3127691,-121.7991543
VICTORIA/ROE HAMPTON AV,"Roehampton Ave, San Jose, CA 95127, USA",37.3601382,-121.814644
TILLAMOOK DR / COLLEEN DR,"Tillamook Dr & Colleen Dr, San Jose, CA 95123, USA",37.229201,-121.8351134
ALMADEN EX/HY 280,"Almaden Expy, San Jose, CA, USA",37.2570126,-121.8759074
SANTA TERESA BL / SANTA TERESA LRT ACCESS,"Santa Teresa Blvd & Santa Teresa Ct, San Jose, CA 95123, USA",37.2370162,-121.8176714
CALERO AV / HOLGATE AV,"Holgate Ave & Calero Ave, San Jose, CA 95123, USA",37.24102,-121.8145523
PALM VALLEY BL / LA STRADA DR,"Palm Valley Blvd & La Strada Dr, San Jose, CA 95123, USA",37.24073,-121.8096137
PIERCY RD / SILVER CREEK VALLEY RD,"Silver Creek Valley Rd & Piercy Rd, San Jose, CA 95138, USA",37.2570548,-121.7893527
SANTA TERESA BL / LISSOW DR,"Santa Teresa Blvd & Lissow Dr, San Jose, CA 95119, USA",37.236845,-121.7961162
2100 BLOCK MONTELREY RD,"2100 Monterey Rd, San Jose, CA 95112, USA",37.3060826,-121.8629678
200 BLOCK NEW RIVER DR,"200 New River Dr, San Jose, CA 95119, USA",37.2258666,-121.7782444
BLOSSOM AV / SHAWNEE LN,"Blossom Ave & Shawnee Ln, San Jose, CA 95123, USA",37.2406177,-121.8397075
S 7TH ST / E SAN FERNANDO ST,"S 7th St & E San Fernando St, San Jose, CA 95112, USA",37.3373499,-121.8828502
HAYES AV / LEAN AV,"Hayes Ave & Lean Ave, San Jose, CA 95123, USA",37.2563908,-121.8175886
1600 BLOCK NORA WY,"1600 Nora Way, San Jose, CA 95124, USA",37.2434929,-121.9063493
RALEIGH RD / CHARLOTTE DR,"Charlotte Dr & Raleigh Rd, San Jose, CA 95123, USA",37.2457847,-121.8011511
SADDLE RACK ST / MERIDIAN AV,"Meridian Ave & Saddle Rack St, San Jose, CA 95126, USA",37.3195994,-121.9137327
E VIRGINIA ST / S 5TH ST,"E Virginia St & S 5th St, San Jose, CA 95112, USA",37.3260778,-121.8773378
RAYMOND AV/SCOTT ST,"Raymond Ave & Scott St, Burbank, CA 95128, USA",37.3198583,-121.9287685
ALTA GLEN DR / ALTA GLEN CT,"Alta Glen Ct & Alta Glen Dr, San Jose, CA 95125, USA",37.2965506,-121.9118914
5400 BLOCK JUDITH ST,"5400 Judith St, San Jose, CA 95123, USA",37.2554297,-121.8259243
6400 BLOCK DU SAULT DR,"6400 Du Sault Dr, San Jose, CA 95119, USA",37.2300306,-121.7981193
BLOSSOM AV / SANTA TERESA BL,"Blossom Ave & Santa Teresa Blvd, San Jose, CA 95123, USA",37.2367282,-121.8396426
COLT WY / WALLY PLACE WY,"Colt Way & Wally Pl Way, San Jose, CA 95121, USA",37.3006258,-121.8107072
OYSTER BAY DR / CORRALES DR,"Corrales Dr & Oyster Bay Dr, San Jose, CA 95136, USA",37.2625004,-121.8673998
3600 BLOCK WATERBURN CT,"3600 Waterbury Ct, San Jose, CA 95117, USA",37.3040478,-121.9649908
2700 BLOCK AIELLO DR,"2700 Aiello Dr, San Jose, CA 95111, USA",37.29634,-121.8499063
1900 BLOCK EDGECREST DR,"Edgecrest Dr, San Jose, CA 95122, USA",37.3222492,-121.8214347
2700 BLOCK UNION AV,"2700 Union Ave, San Jose, CA 95124, USA",37.2725528,-121.9329404
2500 BLOCK GLENRIO DR,"2500 Glenrio Dr, San Jose, CA 95121, USA",37.3127613,-121.799153
1900 BLOCK N DAVIS RD,"1900 Davis St, San Jose, CA 95126, USA",37.3348747,-121.9349242
3400 BLOCK HOLDERMAN DR,"3400 Holderman Dr, San Jose, CA 95148, USA",37.3416053,-121.7918629
1700 BLOCK SILVER CREEK CT,"1700 Silver Creek Ct, San Jose, CA 95121, USA",37.3002496,-121.8039342
2600 BLOCK BON BON DR,"2600 Bon Bon Dr, San Jose, CA 95148, USA",37.332704,-121.7995499
2700 BLOCK BARBERRY LN,"2700 Barberry Ln, San Jose, CA 95122, USA",37.3154969,-121.8140068
BONITA AV / E SAN ANTONIO ST,"Bonita Ave & E San Antonio St, San Jose, CA 95116, USA",37.3459023,-121.8605925
3000 BLOCK HOUNDS ESTATES CT,"3000 Hounds Estates Ct, San Jose, CA 95135, USA",37.2935001,-121.7596805
3900 BLOCK WHINNEY PLACE WY,"3900 Whinney Pl Way, San Jose, CA 95121, USA",37.2975668,-121.8059593
BARBERRY LN/CORDOVA DR,"Barberry Ln, San Jose, CA, USA",37.3130787,-121.8175204
ALMADEN AV / SUTTER ST,"Sutter St & S Almaden Ave, San Jose, CA 95110, USA",37.3214071,-121.8840791
3000 BLOCK SILVERADO DR,"Silverado Dr, San Jose, CA 95120, USA",37.2151223,-121.8697792
PLACE DE LOUIS / CHEMIN DE RIVIERE,"Place De Louis & Chemin de Riviere, San Jose, CA 95148, USA",37.3244539,-121.767297
22ND ST/JACKSON AV,,,
1700 BLOCK EAGLEHURST DR,"1700 Eaglehurst Dr, San Jose, CA 95121, USA",37.3011062,-121.8044869
CORRIE CT/OAKLAND RD,"Corie Ct & Old Oakland Rd, San Jose, CA 95112, USA",37.3768435,-121.8953771
CHAUSER/TENNYSON,"Tennyson Ln & Chaucer Dr, San Jose, CA 95116, USA",37.3429519,-121.8448725
HORIZON CT / MATISEE WY,"Matisee Way & Horizon Ct, San Jose, CA 95148, USA",37.3196888,-121.7639337
N 10TH ST / JACKSON ST,"Jackson St & N 10th St, San Jose, CA 95112, USA",37.3514778,-121.8890658
NIEMAN RD/ BENNIGHOF CT,"Bennighof Ct, San Jose, CA 95121, USA",37.3095797,-121.7991042
SENTER RD/ QUIMBY RD,,,
1500 BLOCK PENSACOLA DR,"1500 Pensacola Dr, San Jose, CA 95122, USA",37.3238494,-121.8349918
PEDRO ST / NORTHRUP ST,"Northrup St & Pedro St, San Jose, CA 95126, USA",37.31290389999999,-121.9081595
1200 BLOCK HOPKINS DR,"1200 Hopkins Dr, San Jose, CA 95122, USA",37.3425325,-121.8361025
N 10TH ST / VESTAL ST,"N 10th St & Vestal St, San Jose, CA 95112, USA",37.35685369999999,-121.893065
500 BLOCK N 4TH ST,"500 N 4th St, San Jose, CA 95112, USA",37.3463106,-121.8938507
GEORGE ST / N SAN PEDRO ST,"N San Pedro St, San Jose, CA, USA",37.3483187,-121.9027683
100 BLOCK HOBSON ST,"100 Hobson St, San Jose, CA 95110, USA",37.3457959,-121.8998615
HERALD AV/BONITA AV,"Bonita Ave & Herald Ave, San Jose, CA 95116, USA",37.3398695,-121.8544548
SNELL AV / CREE DR,"Cree Dr & Snell Ave, San Jose, CA 95123, USA",37.2321683,-121.8305504
4500 BLOCK CAPITOLA AV,"4500 Capitola Ave, San Jose, CA 95111, USA",37.2754926,-121.818426
E WILLIAM ST / MCLAUGHLIN AV,"McLaughlin Ave & E William St, San Jose, CA 95116, USA",37.3414123,-121.8622732
WOODBOROUGH DR / WOODBOROUGH PL,,,
N 28TH ST / E ST JAMES ST,"N 28th St & E St James St, San Jose, CA 95116, USA",37.3516872,-121.8668704
MT RUSHMORE DR / MARTEN AV,"Mt Rushmore Dr & Marten Ave, San Jose, CA 95148, USA",37.34809420000001,-121.8017099
4400 BLOCK PAYNE AV,"4400 Payne Ave, San Jose, CA 95117, USA",37.3008614,-121.9784873
4700 BLOCK RASPBERRY PL,"4700 Raspberry Pl, San Jose, CA 95129, USA",37.3162636,-121.986334
MILLBROOK DR / REMINGTON WY,"Remington Way & Millbrook Dr, San Jose, CA 95148, USA",37.3231054,-121.7888869
300 BLOCK W ALMA AV,"300 W Alma Ave, San Jose, CA 95110, USA",37.3119014,-121.8800117
VIRGINIA ST/HWY 87,,,
W VIRGINIA ST / BIRD AV,"W Virginia St & Bird Ave., San Jose, CA 95125, USA",37.320182,-121.897707
W ALMA ST/HWY 87,"87 W Alma Ave, San Jose, CA 95110, USA",37.3154559,-121.8760735
2200 BLOCK BOOKSIN AV,"2200 Booksin Ave, San Jose, CA 95125, USA",37.28469949999999,-121.9043962
ALMADEN EX/ REDBIRD DR,,,
FOXWORTHY AV / VIA VENEZIA,"Foxworthy Ave & Via Venezia, San Jose, CA 95125, USA",37.2776834,-121.8755718
KELL WY / ALMADEN EX,"Kell Way & Almaden Expy, San Jose, CA 95118, USA",37.2771336,-121.8795525
HILLSDALE AV / CHESHIRE DR,"Cheshire Dr & Hillsdale Ave, San Jose, CA 95118, USA",37.2744222,-121.8817658
BABB CT / MASONIC DR,"Masonic Dr & Babb Ct, San Jose, CA 95125, USA",37.2901722,-121.8740945
CURTNER AV / MERIDIAN AV,"Curtner Ave & Meridian Ave, San Jose, CA 95124, USA",37.2803672,-121.91228
CURTNER AV / CHERRY AV,"Cherry Ave & Curtner Ave, San Jose, CA 95125, USA",37.2862006,-121.8979406
W SAN CARLOS ST / GRAND AV,"Grand Ave & W San Carlos St, San Jose, CA 95126, USA",37.3235713,-121.9125906
LINCOLN AV / AUZERAIS AV,"Lincoln Ave & Auzerais Ave, San Jose, CA 95126, USA",37.3210089,-121.9084918
TISCH WY / S WINCHESTER BL,"Tisch Way & S Winchester Blvd, San Jose, CA 95128, USA",37.3173025,-121.9500432
100 BLOCK N 16TH ST,"100 N 16th St, San Jose, CA 95112, USA",37.3449183,-121.8764288
N 12TH ST / E MISSION ST,"N 12th St & E Mission St, San Jose, CA 95112, USA",37.35669,-121.8902611
N 13TH ST / OLD BAYSHORE HY,"Old Bayshore Hwy & N 13th St, San Jose, CA 95112, USA",37.3637059,-121.8942296
900 BLOCK N 7TH ST,"900 N 7th St, San Jose, CA 95112, USA",37.3564129,-121.8970156
SPRING ST / W HEDDING ST,"W Hedding St & Spring St, San Jose, CA 95110, USA",37.347984,-121.9127676
SOUTHBROOK DR / SILVER LEAF RD,"Southbrook Dr & Silver Leaf Rd, San Jose, CA 95138, USA",37.2455825,-121.7776424
100 BLOCK VENADO WY,"100 Venado Way, San Jose, CA 95123, USA",37.2506063,-121.8098985
1300 BLOCK MAYHEW CT,"1300 Mayhew Ct, San Jose, CA 95121, USA",37.313241,-121.82875
5800 BLOCK SANTA TERESA BL,"5800 Santa Teresa Blvd, San Jose, CA 95123, USA",37.2376584,-121.8455673
100 BLOCK DUANE ST,"100 Duane St, San Jose, CA 95110, USA",37.3244939,-121.8845844
1600 BLOCK HILLSDALE AV,"1600 Hillsdale Ave, San Jose, CA 95118, USA",37.26822550000001,-121.9024077
400 BLOCK N 4TH ST,"400 N 4th St, San Jose, CA 95112, USA",37.34415449999999,-121.8922489
BIRD/HY 280,"San Jose, CA, USA",37.33874,-121.8852525
CURTNER AV / COASTLAND AV,"Coastland Ave & Curtner Ave, San Jose, CA 95125, USA",37.2921941,-121.8810865
HILLSDALE / 87,"87 Hillsdale Ave, San Jose, CA 95136, USA",37.2853906,-121.8444314
HILLSDALE AV / GAVOTA AV,"Gavota Ave & Hillsdale Ave, San Jose, CA 95124, USA",37.2664633,-121.9090597
HILLSDALE AV / KIRK RD,"Kirk Rd & Hillsdale Ave, San Jose, CA 95124, USA",37.2668295,-121.9082675
IRONWOOD DR / ALMADEN RD,"Ironwood Dr & Almaden Rd, San Jose, CA 95125, USA",37.2890141,-121.8809366
N 14TH ST / JACKSON ST,"Jackson St & N 14th St, San Jose, CA 95112, USA",37.3533162,-121.8852324
N BASCOM AV / NAGLEE AV,"Naglee Ave & N Bascom Ave, San Jose, CA 95128, USA",37.3279153,-121.932016
OLD ALMADEN RD/HILLSDALE,,,
ROSS AV / BRANHAM LN,"Branham Ln & Ross Ave, San Jose, CA 95118, USA",37.251653,-121.9084005
WILLOW ST / CLARK ST,"Clark St & Willow St, San Jose, CA 95125, USA",37.3129399,-121.8925568
CHOPIN AV / OPHELIA AV,"Chopin Ave & Ophelia Ave, San Jose, CA 95122, USA",37.3154975,-121.8157175
FORESTBROOK WY / NOKOMIS DR,"Nokomis Dr & Forestbrook Way, San Jose, CA 95111, USA",37.2824605,-121.8219467
3600 BLOCK W CAPITOL EX,"W Capitol Expy, San Jose, CA, USA",37.2745565,-121.8574288
COTTLE RD/CORONADO RD,"Cottle Rd & Coronado Ave, San Jose, CA 95123, USA",37.2484233,-121.8041026
DOW DR / HILLSDALE AV,"Dow Dr & Hillsdale Ave, San Jose, CA 95136, USA",37.2789148,-121.8683736
400 BLOCK MONTEREY RD,"400 Monterey Rd, Morgan Hill, CA 95037, USA",37.19873370000001,-121.7209358
VANDER WY / E GISH RD,"Vander Way & E Gish Rd, San Jose, CA 95112, USA",37.3703089,-121.8961827
300 BLOCK N 5TH ST,"300 N 5th St, San Jose, CA 95112, USA",37.3443782,-121.8905316
SANTA CLARA ST / HWY 101,,,
1200 BLOCK HERALD AV,"1200 Herald Ave, San Jose, CA 95116, USA",37.3387334,-121.8556083
REMO ST / HERALD AV,"Herald Ave & Remo St, San Jose, CA 95116, USA",37.3393434,-121.8551639
E SAN ANTONIO ST / PARMER AV,"E San Antonio St & Parmer Ave, San Jose, CA 95116, USA",37.34848849999999,-121.8555933
S 13TH ST / E SAN SALVADOR ST,"S 13th St & E San Salvador St, San Jose, CA 95112, USA",37.3359488,-121.8735061
300 BLOCK E ST JAMES ST,"300 E St James St, San Jose, CA 95112, USA",37.3421443,-121.8863746
S 8TH ST / E WILLIAM ST,"E William St & S 8th St, San Jose, CA 95112, USA",37.3321072,-121.8775072
3500 BLOCK AMBER DR,"3500 Amber Dr, San Jose, CA 95117, USA",37.304176,-121.9593313
HAMILTON AV / EDEN AV,"Eden Ave & W Hamilton Ave, Campbell, CA 95117, USA",37.2943471,-121.9544284
